createdAt,mode,objectId,percent,time,updatedAt
2015-09-25T07:13:05.065Z,Unplugged,vXqTQl5fU9,0.35,29.5,2015-09-25T07:13:05.065Z
2015-09-25T09:28:23.396Z,Charging,vmGv5GSPKF,0.21,61,2015-09-25T09:28:23.396Z
2015-09-25T00:41:36.561Z,Unplugged,w7p5hxE2z9,0.37,62,2015-09-25T00:41:36.561Z
2015-09-25T00:09:36.262Z,Unplugged,wDTg4Vjp6j,0.74,30,2015-09-25T00:09:36.262Z
2015-09-25T00:59:06.951Z,Unplugged,wbLXh43kYE,0.24,79.5,2015-09-25T00:59:06.951Z
2015-09-25T06:57:11.485Z,Charging,wkwJnt1pA5,0.29,17.5,2015-09-25T06:57:11.485Z
2015-09-25T09:40:23.798Z,Charging,wnG961bW4F,0.35,73,2015-09-25T09:40:23.798Z
2015-09-25T06:46:55.903Z,Charging,xAnKumQJYu,0.29,17,2015-09-25T06:46:55.903Z
2015-09-25T00:57:07.371Z,Unplugged,xFaAbrHYUt,0.25,77.5,2015-09-25T00:57:07.371Z
2015-09-25T00:18:07.082Z,Unplugged,xmhwNO9GCZ,0.64,38.5,2015-09-25T00:18:07.082Z
2015-09-24T23:39:37.154Z,Start App,xvhRzovFt5,0,0,2015-09-24T23:39:37.154Z
2015-09-25T00:37:06.396Z,Unplugged,yII5NVAAAG,0.41,57.5,2015-09-25T00:37:06.396Z
2015-09-25T08:53:01.011Z,Unplugged,yKlHzkSO4t,0.26,38.5,2015-09-25T08:53:01.011Z
2015-09-25T06:39:26.429Z,Charging,yXUFuSTqSJ,0.22,9.5,2015-09-25T06:39:26.429Z
2015-09-25T00:56:07.384Z,Unplugged,yeNmSls88Y,0.25,76.5,2015-09-25T00:56:07.384Z
2015-09-25T00:26:06.928Z,Unplugged,yjEtf7Ti8H,0.54,46.5,2015-09-25T00:26:06.928Z
2015-09-25T12:13:07.938Z,Unplugged,ypIeeTyLqn,0.94,27,2015-09-25T12:13:07.938Z
2015-09-25T03:38:30.742Z,Unplugged,ypLvm6tQql,0.14,99.5,2015-09-25T03:38:30.742Z
2015-09-25T08:58:01.002Z,Unplugged,yrd0rItEzX,0.24,43.5,2015-09-25T08:58:01.002Z
2015-09-25T06:38:25.868Z,Charging,zIjHafjq0t,0.21,8.5,2015-09-25T06:38:25.868Z
2015-09-25T00:17:37.225Z,Unplugged,zOLVhCFzzW,0.64,38,2015-09-25T00:17:37.225Z
2015-09-25T07:12:34.753Z,Unplugged,zOPXSSKnne,0.35,29,2015-09-25T07:12:34.753Z
2015-09-25T09:09:01.774Z,Unplugged,zUMMcjlvqy,0.18,54.5,2015-09-25T09:09:01.774Z
2015-09-25T00:31:07.146Z,Unplugged,zciSPowfwV,0.49,51.5,2015-09-25T00:31:07.146Z
2015-09-25T00:47:07.033Z,Unplugged,zpS4naBaN9,0.31,67.5,2015-09-25T00:47:07.033Z
2015-09-24T23:46:06.616Z,Unplugged,ztqD3cBQBI,0.95,6.5,2015-09-24T23:46:06.616Z
2015-09-25T07:07:05.362Z,Unplugged,zvJlK0bzbr,0.36,23.5,2015-09-25T07:07:05.362Z
2015-09-25T09:07:30.603Z,Unplugged,zxo1dMQJa4,0.19,53,2015-09-25T09:07:30.603Z
